id,submissionLink,submitters,emails,isVideo
901,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,"__ﾛ(,_,*)",0/0,false
902,null,NIL,😍,true
903,1/0,₀₁₂,nil,false
904,1'; DROP TABLE users--,パーティーへ行かないか,"""""",false
905,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,œ∑´®†¥¨ˆøπ“‘,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,false
906,␡,​,﻿,true
907,../../../../../../../../../../../etc/hosts,!@#$%^&*(),⁰⁴⁵,false
908,0/0,-1.00,｀ｨ(´∀｀∩,true
909,<svg><script>0<1>alert('XSS')</script>,test⁠test‫,<script>alert('hi')</script>,false
910,הָיְתָהtestالصفحات التّحول,nil,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,false
911,'',<img src=x onerror=alert('hi') />,｀ｨ(´∀｀∩,false
912,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,﻿,⁰⁴⁵,true
913,,Ω≈ç√∫˜µ≤≥÷,"""''''""'""",true
914,1/2,Œ„´‰ˇÁ¨ˆØ∏”’,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,false
915,␢,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,'',true
916,-1.00,nil,1/2,false
917,<svg><script>0<1>alert('XSS')</script>,1E02,-$1.00,true
918,␢,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,パーティーへ行かないか,true
919,$1.00,Ω≈ç√∫˜µ≤≥÷,test⁠test‫,false
920,和製漢語,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,<svg><script>0<1>alert('XSS')</script>,false
921,Œ„´‰ˇÁ¨ˆØ∏”’,1E2,-$1.00,true
922,"<>?:""{}|_+",$1.00,1/2,true
923,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,"<>?:""{}|_+",˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,true
924,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,社會科學院語學研究所,和製漢語,false
925,-1E2,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,¡™£¢∞§¶•ªº–≠,true
926,パーティーへ行かないか,nil,﻿,true
927,00˙Ɩ$-,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,﻿,false
928,1E+02,¡™£¢∞§¶•ªº–≠,-1E02,true
929,!@#$%^&*(),‪‪test‪,nil,true
930,사회과학원 어학연구소,　,␢,true
931,-1E02,../../../../../../../../../../../etc/passwd%00,0/0,false
932,0.00,⁰⁴⁵₀₁₂,田中さんにあげて下さい,false
933,null,⁰⁴⁵₀₁₂,1/2,true
934,1E2,"""'""'""''''""",-1E2,false
935,0.00,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,œ∑´®†¥¨ˆøπ“‘,true
936,١٢٣,1,!@#$%^&*(),true
937,"<>?:""{}|_+",̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",true
938,1,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,",./;'[]\-=",true
939,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,¡™£¢∞§¶•ªº–≠,(╯°□°）╯︵ ┻━┻)  ,false
940,👩🏽,😍,00˙Ɩ$-,false
941,1/2,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,⁦test⁧,false
942,"""''''""'""",Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,(｡◕ ∀ ◕｡),false
943,הָיְתָהtestالصفحات التّحول,test⁠test‫, ,false
944,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",true
945,"""'""'""''''""",",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",1E+02,false
946,-$1.00,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,ÅÍÎÏ˝ÓÔÒÚÆ☃,false
947,0/0,"""'""'""''''""",﻿,true
948,｀ｨ(´∀｀∩, ,👩🏽,true
949,",./;'[]\-=",NULL,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,false
950,"""'""'""''''""",울란바토르,👩🏽,true
951,-$1.00,-1E+02,‫test‫,false
952,"<>?:""{}|_+",👩🏽,/dev/null; touch /tmp/blns.fail ; echo,false
953,₀₁₂,test⁠test‫,',true
954,1,, test ,false
955,1'; DROP TABLE users--,"""'""'""''''""",$1.00,false
956,00˙Ɩ$-,‫test‫,-1/2,false
957,¸˛Ç◊ı˜Â¯˘¿,$1.00,‪‪test‪,true
958,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,⁰⁴⁵₀₁₂,-1E+02,true
959,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",1E+02,1/0,false
960,1;DROP TABLE users,"<>?:""{}|_+",１２３,false
961,😍,1/2,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,true
962,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,../../../../../../../../../../../etc/hosts,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,true
963,사회과학원 어학연구소,/dev/null; touch /tmp/blns.fail ; echo,-1,true
964,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,1,1'; DROP TABLE users--,true
965,Œ„´‰ˇÁ¨ˆØ∏”’,"__ﾛ(,_,*)",␣,true
966,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,₀₁₂,¸˛Ç◊ı˜Â¯˘¿,true
967, ,-1/2,1,false
968,₀₁₂,¡™£¢∞§¶•ªº–≠,␡,false
969,-1E02,1/2,｀ｨ(´∀｀∩,false
970,﻿,⁦test⁧,œ∑´®†¥¨ˆøπ“‘,false
971,!@#$%^&*(),-1,test⁠test‫,true
972,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,᠎,nil,true
973,/dev/null; touch /tmp/blns.fail ; echo,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",0/0,true
974,1,0.00,/dev/null; touch /tmp/blns.fail ; echo,true
975,"__ﾛ(,_,*)",̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,"""''''""'""",false
976,​,0.00,0.00,true
977,-1.00,NIL,‫test‫,false
978,הָיְתָהtestالصفحات التّحول,../../../../../../../../../../../etc/passwd%00,​,false
979,｀ｨ(´∀｀∩,,/dev/null; touch /tmp/blns.fail ; echo,true
980,-1E2,パーティーへ行かないか,␢,true
981,(｡◕ ∀ ◕｡),NULL,␡,false
982,␣,1'; DROP TABLE users--,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,true
983,␡,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰, test ,false
984,1E2,<svg><script>0<1>alert('XSS')</script>,⁰⁴⁵₀₁₂,true
985,œ∑´®†¥¨ˆøπ“‘,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,1E+02,true
986,　,`⁄€‹›ﬁﬂ‡°·‚—±,␡,false
987,0/0,œ∑´®†¥¨ˆøπ“‘,😍,true
988,1E+02,‪‪test‪,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,false
989,null,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,사회과학원 어학연구소,false
990,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,/dev/null; touch /tmp/blns.fail ; echo,-$1.00,false
991, ,🐵 🙈 🙉 🙊,​,true
992,/dev/null; touch /tmp/blns.fail ; echo,1;DROP TABLE users,"""'""'""''''""",true
993,../../../../../../../../../../../etc/hosts,../../../../../../../../../../../etc/hosts,👩🏽,true
994,社會科學院語學研究所,"__ﾛ(,_,*)",'',true
995,1/0,1E2,-1/2,false
996,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,true
997,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,-1E2,・(￣∀￣)・:*:,true
998,../../../../../../../../../../../etc/hosts,"""",部落格,true
999,-1E2,"""'""'""''''""",!@#$%^&*(),false
1000,"'""'", ,1E+02,true
